id,year,country,state_province,district,actors,side_a,side_b,conflict,deaths_a,deaths_b,deaths_civilians,deaths_unknown,deaths_total,latitude,longitude,location_name,headline,date,month,month_name,year_month,violence_type,severity
427958,2022,Cameroon,North-West region,Bui département,Government of Cameroon - Ambazonia insurgents,Government of Cameroon,Ambazonia insurgents,Cameroon: Ambazonia,0,3,0,0,3,6.370949,10.741209,in parts of Bui division; in the locality of Nseh,"Military Kills Dreaded Amba ‘General’, two fighters in Bui",2022-01-20,1,Jan,2022-01,State-based conflict,Low (1–5)
430639,2022,Nigeria,,,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,60,0,0,60,10.569692,11.554794,"ISWAP enclaves at Abbaganaram, Bukar Mairam, Chukum Gudu and Jubilaram in Marte local government area","120 Terrorists Killed, 965 Surrender in 3 Weeks;25 ISWAP Terrorists Drown in Marte River as Military Bombardments Kill Scores in Lake Chad;And the airstrikes are something they should be worried about. Yesterday and today",2022-01-21,1,Jan,2022-01,State-based conflict,Severe (50+)
428154,2022,Nigeria,Borno state,Konduga lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,0,0,0,0,11.572354,13.536488,"on the road from Kawuri to ""Mairi"" (perhaps Aulari?), west of Bama

on the road linking the towns of Kauri and Maire in the Borno region",Two attacks were already claimed by ISWAP today: 1. Artillery shelling of Goniri,2022-01-21,1,Jan,2022-01,State-based conflict,No deaths recorded
437268,2022,Nigeria,Yobe state,Bade lga,Government of Nigeria - Civilians,Government of Nigeria,Civilians,Government of Nigeria - Civilians,0,0,1,0,1,12.871,11.0482,"in Gashua community, Yobe State",Protest rocks Yobe community over killing of driver by soldiers,2022-01-22,1,Jan,2022-01,One-sided (civilians),Low (1–5)
427961,2022,Cameroon,North-West region,Mezam département,Ambazonia insurgents - Civilians,Ambazonia insurgents,Civilians,Ambazonia insurgents - Civilians,0,0,4,0,4,6.055556,10.245278,"in Finge, a village close to the town of Bambui in Tubah Subdivision, Cameroon’s troubled North West region",North West: Separatist fighters kill four mourners in Finge Village,2022-01-22,1,Jan,2022-01,One-sided (civilians),Low (1–5)
437266,2022,Nigeria,Plateau state,Jos North lga,Fulani - Irigwe,Fulani,Irigwe,Fulani - Irigwe,0,0,0,0,0,9.897523,8.825713,in Dong community of Jos North Local Government Area of Plateau State,Teenage Herder Murdered In Jos,2022-01-22,1,Jan,2022-01,Non-state conflict,No deaths recorded
445041,2022,Nigeria,Kaduna state,,Atyap - Fulani,Atyap,Fulani,Atyap - Fulani,0,1,0,0,1,9.702073,8.048501,in Atyap; Southern Kaduna,"Kaduna Killings - We Lost 3 Men, 8 Cows Poisoned, Miyetti Allah Alleges",2022-01-23,1,Jan,2022-01,Non-state conflict,Low (1–5)
445040,2022,Nigeria,Kaduna state,Zangon Kataf lga,Atyap - Fulani,Atyap,Fulani,Atyap - Fulani,0,1,0,0,1,9.841,8.25491,at Zaman Dabo District in Atyap Chiefdom in Zango Kataf,"Kaduna Killings - We Lost 3 Men, 8 Cows Poisoned, Miyetti Allah Alleges",2022-01-23,1,Jan,2022-01,Non-state conflict,Low (1–5)
427801,2022,Nigeria,Kaduna state,Kauru lga,Atyap - Fulani,Atyap,Fulani,Atyap - Fulani,0,1,0,0,1,10.22988,8.294221,Bakin Kogi Market in Kauru Local Government Area,"Kaduna Killings - We Lost 3 Men, 8 Cows Poisoned, Miyetti Allah Alleges",2022-01-23,1,Jan,2022-01,Non-state conflict,Low (1–5)
437277,2022,Nigeria,Niger state,Borgu lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,3,0,0,3,9.882884,4.510886,"the Kainji National Park, New Bussa in Borgu Local Government Area of Niger State","Security Operatives Kill, Dislodge ISWAP Fighters In Niger",2022-01-23,1,Jan,2022-01,State-based conflict,Low (1–5)
427623,2022,Chad,Ouaddai region,Ouara department,Government of Chad - Civilians,Government of Chad,Civilians,Government of Chad - Civilians,0,0,3,0,3,13.82916,20.8324,Abeche,14 protesters killed in east Chad amid ethnic tensions;14 protesters killed in east Chad amid ethnic tensions;Chad JANUARY 2022;Chad: Killings by Security Forces in East,2022-01-24,1,Jan,2022-01,One-sided (civilians),Low (1–5)
428166,2022,Cameroon,Far North region,Logone-et-Chari department,Government of Cameroon - IS,Government of Cameroon,IS,Cameroon: Islamic State,0,0,0,0,0,12.078062,14.671924,"on the road from Dabanga to Maltam, in Logone-Birni","An interesting attack in Cameroon claimed on Thursday, as ISWAP claimed to have",2022-01-24,1,Jan,2022-01,State-based conflict,No deaths recorded
432640,2022,Chad,Ouaddai region,Ouara department,Government of Chad - Civilians,Government of Chad,Civilians,Government of Chad - Civilians,0,0,10,0,10,13.82916,20.8324,Abeche,Chad: Killings by Security Forces in East;14 protesters killed in east Chad amid ethnic tensions;14 protesters killed in east Chad amid ethnic tensions;Chad JANUARY 2022;Chad: Killings by Security Forces in East,2022-01-25,1,Jan,2022-01,One-sided (civilians),Medium (6–20)
430554,2022,Nigeria,Benue state,Agatu lga,Agatu - Fulani,Agatu,Fulani,Agatu - Fulani,0,0,0,0,0,7.9061,7.85487,in Agatu,"138 Killed, 101 Kidnapped in Just One Week in Nigeria - Report",2022-01-25,1,Jan,2022-01,Non-state conflict,No deaths recorded
427799,2022,Nigeria,Borno state,Kukawa lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,3,0,0,3,12.79305,14.12087,in Kurta Wulgo in Borno State,"Using Super Tucano Fighter Jets, Nigerian Airforce Kills Notorious Iswap Commander, Ari, Others",2022-01-25,1,Jan,2022-01,State-based conflict,Low (1–5)
427908,2022,Cameroon,West region,Bamboutos département,Government of Cameroon - Ambazonia insurgents,Government of Cameroon,Ambazonia insurgents,Cameroon: Ambazonia,1,0,0,0,1,5.757162,10.321724,"in Galim town, Bamboutos division

///

Bamenyam, Galim Subdivision","Cameroon JANUARY 2022;Cameroon Soldier Decapitated in Galim, Others Injured in Amba Attack",2022-01-25,1,Jan,2022-01,State-based conflict,Low (1–5)
428173,2022,Nigeria,Borno state,,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,0,0,1,1,10.987943,12.787677,on the Chibok-Damboa roadc,"On Wednesday, a similar incident took place on the Chibok-Damboa road;One killed, one wounded and an unknown number abducted in ISWAP attacks",2022-01-26,1,Jan,2022-01,State-based conflict,Low (1–5)
427967,2022,Cameroon,North-West region,Ngo-Ketunjia département,Government of Cameroon - Ambazonia insurgents,Government of Cameroon,Ambazonia insurgents,Cameroon: Ambazonia,0,4,0,0,4,5.8868,10.53314,"in Bambalang; in the department of Ngo-Ketunjia, North-West region",Crise anglophone : Quatre séparatistes neutralisés à Bambalang dans le Nord-Ouest,2022-01-28,1,Jan,2022-01,State-based conflict,Low (1–5)
427910,2022,Cameroon,Far North region,Mayo-Tsanaga department,Government of Cameroon - IS,Government of Cameroon,IS,Cameroon: Islamic State,0,4,0,0,4,10.93703,13.71756,"near Tourou locality, Mayo Tsanaga",Cameroon JANUARY 2022;#Cameroun : 4 combattants de #Bokoharam qui ont attaqué le poste du 43eme BIM,2022-01-28,1,Jan,2022-01,State-based conflict,Low (1–5)
427966,2022,Cameroon,North-West region,Mezam département,Government of Cameroon - Ambazonia insurgents,Government of Cameroon,Ambazonia insurgents,Cameroon: Ambazonia,1,0,0,0,1,5.9597,10.14597,"in Bamenda, North West region","A Policeman working at the 3rd Police District has been killed in Bamenda, North West region",2022-01-28,1,Jan,2022-01,State-based conflict,Low (1–5)
427809,2022,Nigeria,Niger state,Shiroro lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,11,0,0,0,11,10.093999,6.856648,"in Galadima Kogo town in the Shiroro local government

///

Shiroro and Paikoro local government areas of Niger State","Bandits Kill 10, Burn Houses in Attack On Kaduna Community;Weekend attacks kill dozens in north Nigeria;Gunmen kill 11 Nigerian security agents, some villagers -state governor;Senator Laments Boko Haram Killings of 32 Farmers, 11 Security Men in Niger
CR 	This Day",2022-01-28,1,Jan,2022-01,State-based conflict,Medium (6–20)
428164,2022,Nigeria,Borno state,Mafa lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,1,0,0,0,1,11.97351,13.71187,Ajiri is a community in Mara Local Government Area of Borno State,"I won't be posting all attack claims from the last week;By this I mean, one soldier was killed, many withdrew, and barracks were;BREAKING: Boko Haram Fighters Currently Attacking Borno Community",2022-01-29,1,Jan,2022-01,State-based conflict,Low (1–5)
427805,2022,Niger,Diffa region,Diffa department,Government of Niger - IS,Government of Niger,IS,Niger: Islamic State,0,10,0,0,10,13.123306,12.455573,"the military post in the village of Chetima Wangou, near the Nigerian border","Ten jihadists killed near Nigeria border: Niger army;Niger JANUARY 2022;ISWAP, of course, claimed the incident. The statement not using any",2022-01-29,1,Jan,2022-01,State-based conflict,Medium (6–20)
428174,2022,Nigeria,Yobe state,Gujba lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,2,0,0,2,11.5402,12.0918,"at Ngirbua village

///

in Ngirbua, in Gujba LGA of Yobe State","Troops, Police Kill 28 Terrorists, Rescue 30 in Sokoto, Zamfara;Just in general, it's good to see last week's NA activity, even if those were rather",2022-01-29,1,Jan,2022-01,State-based conflict,Low (1–5)
431558,2022,Nigeria,Borno state,Kaga lga,IS - Yan Gora,IS,Yan Gora,IS - Yan Gora,0,1,0,0,1,11.8072,12.4909,near Benisheik,"For ISWAP, however, this was one of the few attacks in which the group claimed any real number;30/01 - a vigilante captured and executed near Benisheik",2022-01-30,1,Jan,2022-01,Non-state conflict,Low (1–5)
427817,2022,Nigeria,Borno state,Magumeri lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,3,0,0,3,12.17309,12.63114,"around Mallumti general area; Borno

///

in Magumeri, Borno State","138 Killed, 101 Kidnapped in Just One Week in Nigeria - Report;Also yesterday, NA troops based in Magumeri conducted another operation;Troops, Police Kill 28 Terrorists, Rescue 30 in Sokoto, Zamfara",2022-01-30,1,Jan,2022-01,State-based conflict,Low (1–5)
427965,2022,Cameroon,North-West region,Bui département,Government of Cameroon - Ambazonia insurgents,Government of Cameroon,Ambazonia insurgents,Cameroon: Ambazonia,3,0,0,0,3,6.23112,10.697709,"in Bamkikai, Bui Division in the North West region","Ambazonia forces have taken over the Kumbo water tank in Bamkikai;Daily Dose of News Roundup – February 01, 2022",2022-01-31,1,Jan,2022-01,State-based conflict,Low (1–5)
431586,2022,Nigeria,Yobe state,Gujba lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,2,0,0,2,11.5402,12.0918,"Girboa village, Yobe State

///

Ngirboa","Troops of 27 TF Brigade in conjunction with Civilian JTF on Tuesday 1 Feb 2022;I mean, let's look at the recent photos from Ngirboa - even though two dead ISWAP militants",2022-02-01,2,Feb,2022-02,State-based conflict,Low (1–5)
428226,2022,Cameroon,North-West region,,Government of Cameroon - Ambazonia insurgents,Government of Cameroon,Ambazonia insurgents,Cameroon: Ambazonia,0,1,0,0,1,5.965937,10.062337,Bamenda-Mbengwi road,After Suffering Losses: Amba Fighters Impose Fresh Suffering On Mbengwi Population;Momo Division: Separatist Fighters Restrict Movement on Bamenda-Mbengwi Road,2022-02-01,2,Feb,2022-02,State-based conflict,Low (1–5)
434454,2022,Nigeria,Borno state,Monguno lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,0,0,0,0,12.75148,13.973782,in Sabon Tumbun area of Lake Chad,BBCM Africa Watchlist for 21 March,2022-02-01,2,Feb,2022-02,State-based conflict,No deaths recorded
427825,2022,Nigeria,Borno state,Biu lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,1,0,0,0,1,10.733469,12.360561,"between Biu and Mandaragirau, to the south of Borno State

///

in Nguma; Damboa-Biu road","IS claims killing of vigilante commander in Nigeria;138 Killed, 101 Kidnapped in Just One Week in Nigeria - Report;Sadly, it's not all good news. A CJTF commander was killed by an IED on the Damboa-Biu road",2022-02-02,2,Feb,2022-02,State-based conflict,Low (1–5)
462269,2022,Nigeria,Borno state,Marte lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,12,0,0,12,12.36532,13.8293,Monguno and Marte areas,Nigeria FEBRUARY 2022,2022-02-03,2,Feb,2022-02,State-based conflict,Medium (6–20)
431559,2022,Nigeria,Borno state,Marte lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,0,0,0,0,12.36532,13.8293,"at Bukar Mairam and Jubularam, Abbaganaram and Chikul gudu",25 ISWAP Terrorists Drown in Marte River as Military Bombardments Kill Scores in Lake Chad;And the airstrikes are something they should be worried about. Yesterday and today;ISWAP Families Relocating as Military Airstrikes Kill Ranking Commanders in Marte,2022-02-03,2,Feb,2022-02,State-based conflict,No deaths recorded
431473,2022,Nigeria,Borno state,Marte lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,20,0,0,20,12.639105,14.057779,in Bukar Mairam; in Marte,Lutte contre Boko Haram : L’armée Nigériane annonce la mort de Mohamed YUSUF;25 ISWAP Terrorists Drown in Marte River as Military Bombardments Kill Scores in Lake Chad,2022-02-03,2,Feb,2022-02,State-based conflict,Medium (6–20)
430983,2022,Nigeria,Borno state,Monguno lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,13,0,0,13,12.57852,13.61727,Monguno and Marte areas,Nigeria FEBRUARY 2022,2022-02-03,2,Feb,2022-02,State-based conflict,Medium (6–20)
430980,2022,Nigeria,Borno state,Abadam lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,20,0,0,0,20,13.6734,13.3388,in Abadam area,Nigeria FEBRUARY 2022;The most interesting attack was claimed today. There is no other info available,2022-02-04,2,Feb,2022-02,State-based conflict,Medium (6–20)
431564,2022,Nigeria,Adamawa state,,IS - Civilians,IS,Civilians,IS - Civilians,0,0,0,0,0,9.333333,12.5,"in ""Baris""; in Adamawa","I talked about the attacks ISWAP didn't claim, but I didn't talk about the attacks it did claim",2022-02-05,2,Feb,2022-02,One-sided (civilians),No deaths recorded
431425,2022,Cameroon,North-West region,Ngo-Ketunjia département,Government of Cameroon - Civilians,Government of Cameroon,Civilians,Government of Cameroon - Civilians,0,0,1,0,1,5.98843,10.43859,Ndop,"Daily Dose of News Roundup – 7th February, 2022;Ndop: Military Accused of Killing Popular Businessman",2022-02-05,2,Feb,2022-02,One-sided (civilians),Low (1–5)
431585,2022,Nigeria,Borno state,Marte lga,IS - Yan Gora,IS,Yan Gora,IS - Yan Gora,0,0,0,0,0,12.36532,13.8293,near Marte,"I talked about the attacks ISWAP didn't claim, but I didn't talk about the attacks it did claim;2. An armed clash with a Nigerian Army convoy and an attack on a hospital in Ngirboa/Ngurbuwa",2022-02-05,2,Feb,2022-02,Non-state conflict,No deaths recorded
431003,2022,Cameroon,North-West region,Ngo-Ketunjia département,Government of Cameroon - Ambazonia insurgents,Government of Cameroon,Ambazonia insurgents,Cameroon: Ambazonia,0,1,0,0,1,5.848312,10.337488,"in Bamukumbit, Balikumbat subdivision, Ngohketunjia division of Cameroon’s volatile North West region",Anglophone crisis: Military Kills Two At Funeral Ceremony In Balikumbat,2022-02-06,2,Feb,2022-02,State-based conflict,Low (1–5)
431423,2022,Cameroon,North-West region,Ngo-Ketunjia département,Government of Cameroon - Civilians,Government of Cameroon,Civilians,Government of Cameroon - Civilians,0,0,1,0,1,5.915986,10.416393,"in Bamali, Ndop Central subdivision, Ngokentunjia division","Ndop: Military Accused of Killing Popular Businessman;Daily Dose of News Roundup – 7th February, 2022",2022-02-06,2,Feb,2022-02,One-sided (civilians),Low (1–5)
432628,2022,Nigeria,Imo state,Ohaji/Egbema lga,Deebam - Deewell,Deebam,Deewell,Deebam - Deewell,0,7,0,0,7,5.40237,6.82451,"in Mmahu, Ohaji /Egbema local council",Imo CP blames killing of seven persons in Mmahu on cult-related activities;Bandit Who Escaped From Imo Prison Returns To Community To Kill Eight Persons,2022-02-07,2,Feb,2022-02,Non-state conflict,Medium (6–20)
430952,2022,Cameroon,South-West region,Meme département,Government of Cameroon - Ambazonia insurgents,Government of Cameroon,Ambazonia insurgents,Cameroon: Ambazonia,1,0,0,0,1,4.6363,9.4469,in Kumba city,Cameroon FEBRUARY 2022;Un soldat de Paul Biya encore abattu par les Ambazoniens ce lundi,2022-02-07,2,Feb,2022-02,State-based conflict,Low (1–5)
432670,2022,Nigeria,Anambra state,Ihiala lga,Government of Nigeria - IPOB,Government of Nigeria,IPOB,Nigeria: Biafra,2,4,0,0,6,5.853805,6.859942,at Ihiala town in Anambra State,"Troops kill suspected IPOB/ESN ‘marksman’, Ejike, 3 others enforcing sit-at-home in Anambra",2022-02-07,2,Feb,2022-02,State-based conflict,Medium (6–20)
430571,2022,Nigeria,Imo state,Njaba lga,Government of Nigeria - IPOB,Government of Nigeria,IPOB,Nigeria: Biafra,0,1,0,0,1,5.712997,7.003481,"Okwudo, Umuorji in Naba and Oru West Local Government Areas in Imo State","Police Raid Suspected Eastern Security Network Camps, Kill 3 Commanders, Arrest 9 in Imo",2022-02-07,2,Feb,2022-02,State-based conflict,Low (1–5)
430542,2022,Nigeria,Imo state,Oru West lga,Government of Nigeria - IPOB,Government of Nigeria,IPOB,Nigeria: Biafra,0,2,0,0,2,5.725983,6.913894,"Okwudo, Umuorji in Naba and Oru West Local Government Areas in Imo State","Police Raid Suspected Eastern Security Network Camps, Kill 3 Commanders, Arrest 9 in Imo",2022-02-07,2,Feb,2022-02,State-based conflict,Low (1–5)
430966,2022,Niger,Diffa region,Diffa department,Government of Niger - IS,Government of Niger,IS,Niger: Islamic State,0,0,1,0,1,13.727346,13.216045,in Bosso department,Niger FEBRUARY 2022,2022-02-08,2,Feb,2022-02,State-based conflict,Low (1–5)
432638,2022,Chad,Mandoul region,Barh Sara department,Farmers (Chad) - Herders (Chad),Farmers (Chad),Herders (Chad),Farmers (Chad) - Herders (Chad),2,2,0,0,4,8.11785,17.50519,"Katoua village, Bekoro sub-prefecture",'Several killed' in southern Chad ethnic clashes,2022-02-09,2,Feb,2022-02,Non-state conflict,Low (1–5)
432637,2022,Chad,Moyen-Chari region,Barh Kôh department,Farmers (Chad) - Herders (Chad),Farmers (Chad),Herders (Chad),Farmers (Chad) - Herders (Chad),0,0,0,12,12,8.733248,18.783312,"village of Sandana, in the sub-prefecture of Koumogo","'Several killed' in southern Chad ethnic clashes;Chad FEBRUARY 2022;President condemns intercommunal clashes in southern Chad;Rebel group blames Chad government for clashes;Protests in southern Chad after 'herders' kill 12 civilians;Chad: Further communal violence is possible in Moyen-Chari, as of Feb. 11",2022-02-09,2,Feb,2022-02,Non-state conflict,Medium (6–20)
430640,2022,Nigeria,Enugu state,,Government of Nigeria - IPOB,Government of Nigeria,IPOB,Nigeria: Biafra,0,0,0,0,0,6.4402,7.4943,"in Enugu, the capital of Enugu state",Gunmen kill three police in restive southeast Nigeria,2022-02-10,2,Feb,2022-02,State-based conflict,No deaths recorded
430641,2022,Nigeria,Borno state,Gubio lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,2,0,0,2,12.525683,12.905948,in Dunga Lawanti village near Gubio in Borno State,Nigerian army kills 'scores' of Boko Haram militants in Borno;Nigeria FEBRUARY 2022,2022-02-10,2,Feb,2022-02,State-based conflict,Low (1–5)
430757,2022,Nigeria,Borno state,Gwoza lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,3,0,0,3,11.332568,13.54742,"in Sambisa forest

///

at Parisu and Njimia within Sambisa Forest","NAF Airstrikes Kill 26 Iswap Terrorists in Lake Chad, Sambisa Forest;According to PRNigeria, NAF launched airstrikes in several areas in Tumbuns;Military Airstrikes Eliminate Buba-Danfulani, Other ISWAP Commanders at Tumbuns, Sambisa Forest",2022-02-11,2,Feb,2022-02,State-based conflict,Low (1–5)
431512,2022,Nigeria,Borno state,Gwoza lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,2,0,0,2,11.339547,13.564416,"in Sambisa forest

///

at Parisu and Njimia within Sambisa Forest","NAF Airstrikes Kill 26 Iswap Terrorists in Lake Chad, Sambisa Forest;According to PRNigeria, NAF launched airstrikes in several areas in Tumbuns;Military Airstrikes Eliminate Buba-Danfulani, Other ISWAP Commanders at Tumbuns, Sambisa Forest",2022-02-11,2,Feb,2022-02,State-based conflict,Low (1–5)
431581,2022,Nigeria,Borno state,Abadam lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,10,0,0,10,13.553369,13.443024,Tumbun Kaiyowa,"Military Air Strikes Kill ISWAP's Top Commanders, 21 Insurgents;Tumbun Kaiyowa: https://satellites.pro/Nigeria_map#13.553261,13.442802,16;Military Airstrikes Eliminate Buba-Danfulani, Other ISWAP Commanders at Tumbuns, Sambisa Forest",2022-02-12,2,Feb,2022-02,State-based conflict,Medium (6–20)
430662,2022,Nigeria,Imo state,Ahiazu Mbaise lga,Government of Nigeria - Civilians,Government of Nigeria,Civilians,Government of Nigeria - Civilians,0,0,2,0,2,5.564925,7.264597,"five communities in Ahiazu LGA of Imo State

Ihitteafoukwu, Umu Okirika, Oparanadim, Mpam, and Ogbor Umeze in Ahiazu Mbaise/Ezinihitte Federal Constituency","Reps Mandate Army Chief, IGP to Probe Killings of Mbaise Indigenes in Imo",2022-02-12,2,Feb,2022-02,One-sided (civilians),Low (1–5)
430709,2022,Nigeria,Borno state,Abadam lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,11,0,0,11,13.524385,13.496058,Tumbun Allura,"Military Air Strikes Kill ISWAP's Top Commanders, 21 Insurgents;Tumbun Kaiyowa: https://satellites.pro/Nigeria_map#13.553261,13.442802,16;Military Airstrikes Eliminate Buba-Danfulani, Other ISWAP Commanders at Tumbuns, Sambisa Forest",2022-02-12,2,Feb,2022-02,State-based conflict,Medium (6–20)
433236,2022,Nigeria,Bayelsa state,Yenagoa lga,Deebam - NDV,Deebam,NDV,Deebam - NDV,0,0,0,1,1,4.924722,6.264167,"at Amarata community, Yenagoa Local Government Area of Bayelsa State; at Ebis Mechanic junction",Five Killed As Rival Cult Gangs Clash In Bayelsa,2022-02-13,2,Feb,2022-02,Non-state conflict,Low (1–5)
433239,2022,Nigeria,Bayelsa state,Yenagoa lga,Deebam - NDV,Deebam,NDV,Deebam - NDV,0,0,0,1,1,4.924722,6.264167,"at Amarata community, Yenagoa Local Government Area of Bayelsa State",Five Killed As Rival Cult Gangs Clash In Bayelsa,2022-02-13,2,Feb,2022-02,Non-state conflict,Low (1–5)
431597,2022,Chad,Lac region,Mamdi department,Government of Chad - IS,Government of Chad,IS,Chad: Islamic State,4,0,0,0,4,13.52802,14.01735,"in Ngouboua

///

Ngouboua in the Kaya department",2. Four soldiers killed in Ngouboua (which is in the area that used to be attacked by ISWAP;une attaque entre le l'armée tchadienne et Boko Haram hier à Ngouboua dans le département,2022-02-14,2,Feb,2022-02,State-based conflict,Low (1–5)
431035,2022,Cameroon,North-West region,Mezam département,Government of Cameroon - Ambazonia insurgents,Government of Cameroon,Ambazonia insurgents,Cameroon: Ambazonia,1,0,0,0,1,6.013435,10.320285,in Sabga while leading an army convoy in the North West,"Crise anglophone: amputé d’une jambe par une explosion, un soldat succombe à ses blessures",2022-02-14,2,Feb,2022-02,State-based conflict,Low (1–5)
431449,2022,Cameroon,Far North region,Mayo-Tsanaga department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,4,0,4,10.914136,13.937404,"at the Gaboua village, located in the Mayo Sava Division",Far North Region: Six Die In Two Boko Haram Attacks,2022-02-14,2,Feb,2022-02,One-sided (civilians),Low (1–5)
430645,2022,Nigeria,Borno state,,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,0,5,0,5,12.015044,13.832144,"near Maula village; heading to Gamboru in Borno State from the regional capital Maiduguri

///

between Gajibo and Muala area along Gamboru Ngala Road",Five killed by jihadist landmine in north Nigeria;5 Killed As Boko Haram IED Explodes in Borno,2022-02-14,2,Feb,2022-02,State-based conflict,Low (1–5)
431450,2022,Cameroon,Far North region,Mayo-Sava department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,2,0,2,11.10682,14.2056,Kothserethe Village in the Mayo Sava,Far North Region: Six Die In Two Boko Haram Attacks,2022-02-14,2,Feb,2022-02,One-sided (civilians),Low (1–5)
430953,2022,Cameroon,North-West region,Mezam département,Government of Cameroon - Ambazonia insurgents,Government of Cameroon,Ambazonia insurgents,Cameroon: Ambazonia,0,3,0,0,3,5.973991,10.082784,in Alabukam village (NW),"Nord-ouest: mis en difficultés, les ambaboys sortent la nuit et tuent un soldat en mission;Cameroon FEBRUARY 2022",2022-02-16,2,Feb,2022-02,State-based conflict,Low (1–5)
430680,2022,Niger,Tillabéri region,Tera department,Government of Niger - IS,Government of Niger,IS,Niger: Islamic State,5,0,0,0,5,13.41175,1.228503,"in the Gotheye district of the Tillaberi region

///

near Téra department’s Samira gold-mining site",Mine blast kills five soldiers in Niger;Niger FEBRUARY 2022,2022-02-16,2,Feb,2022-02,State-based conflict,Low (1–5)
447578,2022,Nigeria,Benue state,Gwer West lga,Fulani - Tiv,Fulani,Tiv,Fulani - Tiv,0,0,0,2,2,7.751059,8.151201,"Tse Udeghe community, Mbakpa Council Ward and Ahumen community in Gwer West Local Government Area of the state","BREAKING: Suspected Fulani Herders Kill Three Relatives Of Benue Governor, Ortom;Tension in Benue as suspected herdsmen kills man, son, 3 others, set houses ablaze",2022-02-17,2,Feb,2022-02,Non-state conflict,Low (1–5)
430691,2022,Nigeria,Benue state,Gwer West lga,Fulani - Tiv,Fulani,Tiv,Fulani - Tiv,0,0,0,3,3,7.618016,8.318488,"Tse Udeghe community, Mbakpa Council Ward and Ahumen community in Gwer West Local Government Area of the state","BREAKING: Suspected Fulani Herders Kill Three Relatives Of Benue Governor, Ortom;Tension in Benue as suspected herdsmen kills man, son, 3 others, set houses ablaze",2022-02-17,2,Feb,2022-02,Non-state conflict,Low (1–5)
434662,2022,Cameroon,North-West region,,Government of Cameroon - Ambazonia insurgents,Government of Cameroon,Ambazonia insurgents,Cameroon: Ambazonia,0,20,0,0,20,6.366667,10.366667,"in many western towns and villages including Kumbo, Ndop, Wum, Bafut and Kom","Cameroon Says Frightened Separatists Relocate to Border with Nigeria, Harass Civilians",2022-02-18,2,Feb,2022-02,State-based conflict,Medium (6–20)
431508,2022,Nigeria,Borno state,Damboa lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,0,0,0,0,11.1694,12.28329,"in Ajigin, deep inside of Alagarno Forest",Two more ISWAP claims: 1. Mortar shelling of Gamboru,2022-02-18,2,Feb,2022-02,State-based conflict,No deaths recorded
433237,2022,Nigeria,Bayelsa state,Yenagoa lga,Deebam - NDV,Deebam,NDV,Deebam - NDV,0,0,0,1,1,4.924722,6.264167,"at Amarata community, Yenagoa Local Government Area of Bayelsa State; at OMPADEC road",Five Killed As Rival Cult Gangs Clash In Bayelsa,2022-02-19,2,Feb,2022-02,Non-state conflict,Low (1–5)
430688,2022,Nigeria,Benue state,Guma lga,Fulani - Tiv,Fulani,Tiv,Fulani - Tiv,0,3,0,0,3,7.96667,8.76667,"along Iordye- Gbajimba road in Guma Local Government Area of the state

///

Lordye-Gbajimba Road","Herdsmen Invade Ortom's Home Town, Kill 3;BREAKING: Suspected Fulani Herders Kill Three Relatives Of Benue Governor, Ortom",2022-02-19,2,Feb,2022-02,Non-state conflict,Low (1–5)
